Id,SalePrice
0,115588.49502227307
1,138351.43564115342
2,166552.43686799414
3,195889.11053638058
4,190656.2517942988
5,173075.21675105894
6,193169.88175854788
7,168013.37116609878
8,189433.63508627375
9,117653.79698648101
10,189453.28346228157
11,110176.5994727059
12,99796.83436938022
13,155734.89757992214
14,121544.68042618889
15,343380.6028808064
16,235835.26955603316
17,302872.5411560512
18,282889.4938311313
19,463598.2749874499
20,296010.2601751557
21,206264.8237585381
22,171096.56603842054
23,171672.2697043913
24,202980.85408258167
25,201273.69657799046
26,316299.6762894964
27,231706.76049790793
28,180723.06074470514
29,225314.05324132714
30,202025.41535658643
31,90832.29727253107
32,214900.66885645254
33,301474.31457830034
34,274236.2389156763
35,227006.5155513029
36,167804.02400199734
37,166203.06073032317
38,162442.0268266054
39,160913.81137432833
40,169684.2469881763
41,159321.86762659988
42,279550.1800199128
43,251349.5817582789
44,220215.5331014507
45,195124.2268600323
46,237881.60068396412
47,197492.11949855625
48,157744.13349225518
49,134669.33794683768
50,146215.4525593535
51,176369.14153652827
52,145513.1218852518
53,143629.21088207065
54,178023.9633450879
55,148093.04910612424
56,162412.97588541842
57,132541.98960481002
58,212103.40627175622
59,127002.60038595955
60,119175.14811256569
61,180542.10524348952
62,102341.15511235596
63,121897.64607287075
64,107793.85086327727
65,102069.97328230385
66,97685.95358371282
67,152922.99020103563
68,138390.7464642832
69,208590.39861834105
70,124082.39283903327
71,108440.93332755374
72,169669.3716279338
73,132730.60307286022
74,143141.35859046452
75,109022.98882630546
76,56968.89104483909
77,141342.025687386
78,203880.16977838604
79,88087.37510852002
80,134234.73382086292
81,132539.0605041917
82,163493.1965913964
83,89165.04623499083
84,113243.73648124104
85,139297.15154374225
86,130983.80177581904
87,130404.07501002571
88,116965.61810268326
89,128845.07525679181
90,126370.70565781771
91,136183.73079522097
92,138062.75284901133
93,127664.88346516294
94,147607.2607966522
95,83018.57945937235
96,86099.99990804767
97,111536.29647453259
98,72205.6478140737
99,135335.81961533357
100,113236.55390051789
101,141552.43231407515
102,117876.24344034759
103,152520.75396021927
104,136788.70862826236
105,230218.730534007
106,79086.0700474847
107,238915.01848149375
108,129107.84730937699
109,150421.03077793994
110,118958.9028503754
111,142496.4620308382
112,222730.5378390384
113,110487.13512980282
114,215582.0136336903
115,248547.6143160256
116,180610.0563884467
117,141951.45239126435
118,130195.5700072006
119,202258.48300765298
120,159204.2457687037
121,131525.10246264157
122,289187.91360398976
123,222939.85849881684
124,145282.19815737524
125,70316.10158811718
126,103439.44329216922
127,145490.86470512417
128,92842.80990863123
129,139906.2182029936
130,90324.8928428944
131,116083.79763644982
132,137404.6613282455
133,125076.01596302619
134,102706.8841546211
135,205519.63261852498
136,165852.37865461138
137,204125.9778455368
138,182687.549729414
139,181591.87194007242
140,65372.44928560242
141,121518.47145230905
142,76352.86715738967
143,256013.30626940538
144,254834.51182754492
145,172658.2432605169
146,180910.81980349476
147,231321.6122533935
148,183028.07605526448
149,151335.36051230063
150,135182.08904651194
151,170825.308555485
152,163799.8672136961
153,142715.86435411163
154,99924.07644804235
155,84220.82989245164
156,97330.61540545894
157,123216.37976392357
158,147383.26035801732
159,160845.09865695788
160,129718.9281726404
161,157826.47927679258
162,274424.28610361076
163,199441.96221017142
164,117865.07691658258
165,173985.060963784
166,190248.4862841586
167,279848.7889047898
168,182351.432133197
169,307696.40897276526
170,221920.1656703873
171,220164.18220998466
172,184761.4344787597
173,189924.35234538998
174,187332.74902497424
175,162981.66463827592
176,197776.95016682078
177,196612.76348137803
178,183294.63422776054
179,260343.59590311674
180,180833.01166736495
181,240223.70060744023
182,233626.87941423006
183,229594.18310152786
184,245083.93523326895
185,174094.09248387563
186,168723.85584512234
187,128918.38603665169
188,147584.62675295142
189,109947.53853049634
190,121260.37624514736
191,116578.1085510406
192,117654.47506289702
193,151789.02794411834
194,153076.4159971302
195,147331.15046517702
196,153131.3173440055
197,151302.8233772114
198,127270.69962109419
199,149734.80075217807
200,453172.3553683795
201,361183.13566261774
202,351347.57403725234
203,481894.4773301547
204,294136.62732275896
205,301869.41094668146
206,353368.24597258633
207,339106.4699518619
208,307960.62560592766
209,333933.65334117744
210,250297.22315648894
211,416035.2146149071
212,293010.833116848
213,238879.38398793119
214,186144.09836282014
215,188938.5584033636
216,201587.73792672684
217,402933.71261446323
218,352809.0442543775
219,303170.45451326924
220,240988.56723160867
221,287421.2752788098
222,182703.07449900705
223,199371.09633755882
224,186655.47233697475
225,180635.7974091528
226,185068.3631765624
227,200907.3224744581
228,206240.50241751288
229,213689.50071980976
230,206339.88313101203
231,279532.86204757006
232,188386.8482350742
233,191313.478772804
234,174404.86195398265
235,289839.22934617475
236,182741.23545437833
237,334380.5438723643
238,351939.89703381405
239,242682.09662051316
240,265907.26032324805
241,247451.4903091068
242,255578.24300615164
243,271042.3906059146
244,251600.96046135208
245,376736.48052952666
246,208371.67914678986
247,199879.2030611455
248,272770.13336182665
249,219273.60675435432
250,284474.12427134253
251,255613.89339870037
252,263568.8479499771
253,217526.7199658564
254,211094.93037785834
255,177966.8279187633
256,189410.48240156472
257,136728.92457759476
258,205066.87538437694
259,253475.9040447783
260,174851.38970405963
261,131310.5293571927
262,163948.958025026
263,205766.08000287463
264,240747.24456365357
265,192346.0485776767
266,147855.48401129644
267,204800.63383926568
268,161430.0695398136
269,171431.5009614591
270,132796.49019237494
271,127019.98941794893
272,110195.43732213353
273,119083.9085581668
274,148653.27273468298
275,118383.67259166272
276,306868.0219259064
277,230192.2777353816
278,257129.7344359627
279,194393.60752122046
280,174893.67477924493
281,167185.69047821066
282,186988.83978443933
283,297197.3738620167
284,193760.13713869717
285,188497.73428492065
286,219347.16098701014
287,232823.46181748452
288,154790.18980188217
289,126480.66099210868
290,267841.4213540978
291,117678.57231495803
292,142727.17908963715
293,202886.66322512922
294,163672.04054592017
295,138757.73326075388
296,119600.3067320326
297,143282.66919556318
298,156677.88672736846
299,171007.39653465227
300,137141.58381772522
301,172719.04743946384
302,183951.61537722446
303,110624.47099198583
304,153317.61486351493
305,197046.26476381693
306,236476.3798054588
307,139060.93055282882
308,178498.4548760135
309,167754.84696940973
310,106687.73986899473
311,130285.46303836169
312,123254.6314002297
313,140415.9856767208
314,148122.50910478798
315,128241.04033088664
316,112231.83003266813
317,140251.71624084073
318,123338.03604201284
319,192232.2517208742
320,124257.18587092942
321,86543.68496088285
322,146730.51668542446
323,102421.60017102574
324,118020.53481783229
325,135761.3220862439
326,168217.74052613857
327,67916.72610303448
328,95901.62905320872
329,77226.07988849969
330,200620.84164181555
331,158027.95434229367
332,137020.45909963344
333,163805.24549083656
334,126190.82905221215
335,136626.90213408868
336,118585.99578060843
337,116403.93704923455
338,108551.64524589936
339,124784.2363699861
340,120240.76861544221
341,134040.52202250302
342,146687.50428220988
343,137372.39318569575
344,142076.56149363398
345,135525.85656154703
346,142083.1558382833
347,119374.6833749245
348,114634.73782299187
349,144288.67321646135
350,94530.68547710209
351,91516.81683614892
352,121487.22408032975
353,97532.4112426895
354,56067.71448684253
355,110274.36750634112
356,101544.42193703359
357,148363.83127959177
358,136590.11856101992
359,74819.51616623932
360,122900.3039297139
361,161023.7451523065
362,55733.59015742536
363,120798.3570275672
364,136376.73056178377
365,107094.28151845577
366,95482.41059039067
367,132404.80355880703
368,128163.32180524875
369,144120.748289502
370,146534.48736484398
371,79539.56395962182
372,155676.74049320313
373,135654.70259431802
374,109842.10339050203
375,118480.2370925095
376,85749.48280300792
377,125740.14418720405
378,120762.39533371925
379,139190.7347420512
380,125430.68756372086
381,95017.02160112845
382,118049.68879762637
383,140783.23829032996
384,135890.66040483996
385,160663.54126988436
386,155356.61157766645
387,57007.1126144459
388,109487.71151507935
389,115584.15854511039
390,147723.85957857282
391,130383.10740375871
392,124449.93327004128
393,165766.8338448637
394,150220.46301880298
395,232196.08291006976
396,129961.68515735716
397,137069.10944408024
398,122549.04776068038
399,147551.66799017158
400,122061.99965049398
401,378773.6634906019
402,374468.2649790091
403,374488.0760021888
404,328258.2807313197
405,333361.55710615654
406,233088.26734842584
407,286110.00011337374
408,212110.51819545272
409,231890.90977794238
410,252016.01766722425
411,183051.0575679037
412,228961.64564983363
413,151979.4905765668
414,199110.3220880241
415,195704.6864419483
416,206052.45254265537
417,208534.3468797793
418,117986.24667305817
419,133605.57194665197
420,238470.96348905345
421,249491.25603482945
422,185599.34907204614
423,196061.49476070039
424,230020.3385367954
425,269458.33273524704
426,225633.57276846748
427,279673.54027828824
428,170271.833984837
429,111761.26330880196
430,149474.89431615337
431,98656.54832999391
432,121520.02843486398
433,124286.08800656404
434,123098.04241198742
435,127284.50484171169
436,112471.79506736272
437,121356.8659931677
438,153495.01677928274
439,150786.40437489684
440,153468.48492733642
441,122283.03267677895
442,212467.81928051653
443,122886.13204194441
444,189779.16689335523
445,143524.4323599237
446,188028.39542332702
447,123226.88967601254
448,152106.76933681028
449,134932.6942318879
450,195757.24537301838
451,266039.1460573608
452,138599.30162451603
453,79185.20930921315
454,276803.03905940376
455,42894.23885475551
456,248272.1383260371
457,148145.26436436007
458,182782.01603593904
459,149336.74209820232
460,346542.3562941203
461,304194.58977680025
462,232071.4871546873
463,221240.24391753465
464,197583.15202036314
465,348863.7460275352
466,133671.82354242745
467,164360.9244196309
468,119986.27959916233
469,131177.0344364119
470,143358.00130728874
471,139680.66175914256
472,171360.16576666143
473,180709.33052599436
474,177115.76333464123
475,182047.29872568647
476,180605.124936919
477,172956.77247811804
478,228623.96347830005
479,187464.6664524509
480,173142.8857130619
481,191186.83543790143
482,211607.3984089032
483,337964.1438429111
484,346450.90818963625
485,131036.23239051891
486,258511.44657404302
487,168607.51471660731
488,253257.78964489733
489,195174.79826685824
490,246444.30583795835
491,218265.92024550895
492,187979.92459835115
493,182318.73864841572
494,134355.20383272838
495,345472.2478330493
496,150135.85875961173
497,307742.52315544826
498,143085.6842003154
499,107871.37122931577
500,122977.37116882323
501,109423.09608154233
502,118058.81712311156
503,112335.76014876142
504,154433.62474183697
505,150257.82263502153
506,274016.39370768785
507,383522.37733364524
508,345272.9978371488
509,362379.2951049648
510,495855.3905870803
511,367675.5511224187
512,284381.72740593407
513,325958.36862598016
514,434116.8176117545
515,270883.24823101034
516,334857.56349047134
517,324847.8631287224
518,315432.96663832775
519,183202.56596426037
520,315694.68393894564
521,215024.71251592733
522,200742.20729288567
523,176370.29224567
524,228614.10953987943
525,217390.2844723139
526,190791.51639506803
527,183128.2561406464
528,202321.56720769935
529,219889.85890696826
530,218811.79323621793
531,222901.21693352138
532,190102.03757269884
533,237425.34608151473
534,190243.5414244229
535,249543.39538108304
536,313849.26306468947
537,281835.65316734416
538,280871.1136449908
539,316737.5814663419
540,297373.3230922304
541,252221.1555682476
542,261982.27387490615
543,292336.8034815266
544,229406.28311308136
545,221102.61016074193
546,258919.78965550195
547,208566.40683544546
548,198778.86558025837
549,206143.48591040325
550,154131.39309845786
551,181283.01099413168
552,176179.89355849518
553,188441.24415780176
554,202291.42275766633
555,193900.0463118813
556,198305.1591644774
557,134121.10600571678
558,144211.93294522373
559,108570.69686364954
560,102208.33477573155
561,182915.396926971
562,139917.26908084567
563,285266.8835046057
564,366336.2679701477
565,176475.1468505839
566,161612.48459505162
567,147388.69406857973
568,169378.92794987976
569,273667.39171918685
570,243448.7430692183
571,262421.8297812679
572,262894.303881168
573,181363.1326020803
574,224391.63242208946
575,219774.6602049075
576,222986.20210346102
577,353095.9903945435
578,210672.81708246717
579,296395.42560272076
580,296538.32008388784
581,205037.12801163452
582,183761.83868519106
583,180763.58225397888
584,216916.82244795468
585,150796.1412314461
586,137495.39799346364
587,151308.87812421646
588,145548.1377914928
589,177036.14602238502
590,116406.84788773119
591,121878.99390469695
592,154132.0757945058
593,105888.75560163215
594,140073.13044047344
595,155872.60612804163
596,114522.69138036214
597,203312.44626836266
598,133048.981090369
599,179092.68489354558
600,177800.93539625476
601,119283.6797798078
602,119152.90037961204
603,124861.97389398023
604,117536.68653030318
605,164128.115101128
606,117141.69216017086
607,145936.05746350356
608,81720.14211994212
609,111428.01662329232
610,94284.98439382004
611,139457.884993041
612,136065.70950300773
613,176373.51668004348
614,142036.65142251443
615,114290.21227436754
616,150064.34126496586
617,119531.29314476596
618,143906.78552031613
619,126367.995909851
620,125287.27813512912
621,107451.41828377914
622,137132.6494744491
623,110309.29655878841
624,119738.95947083837
625,118565.95173405751
626,132701.83619154917
627,98046.72389333378
628,92384.51257871151
629,126772.81132838455
630,103989.14944921754
631,124878.26656321119
632,105522.54479547532
633,115687.2060839907
634,157053.12718515532
635,88529.46355928309
636,101396.02934206673
637,138100.52489718416
638,57475.10490753603
639,69650.60814179642
640,105033.99240099954
641,143591.4283403709
642,103084.03074189798
643,143875.04530084156
644,123098.06950472729
645,56200.53041270308
646,185908.37839760617
647,118325.98694209565
648,105533.5978945974
649,109782.22467936118
650,163127.47153151708
651,120868.40184170188
652,122998.60919181695
653,128428.14774382858
654,160033.56319199718
655,115490.4154516618
656,134320.2446949922
657,129709.09039892479
658,120815.80855171692
659,129769.9085769075
660,90350.81328582898
661,107398.00011589819
662,86263.91483469332
663,157382.75958002915
664,129435.45828724852
665,137357.9315841813
666,163781.77478541606
667,125117.5834557086
668,89103.3042085904
669,120580.45316832661
670,150177.6270972463
671,111832.74830093079
672,123615.73297053018
673,131775.76714552098
674,106941.16208104347
675,68645.4930682504
676,99774.98855644467
677,134368.19211707465
678,158360.56052309368
679,145292.49133902197
680,177161.08795942913
681,123961.38843959049
682,146588.8573248866
683,119902.4540247324
684,145392.9321293279
685,167027.3180426896
686,132503.21361410824
687,142272.00586276533
688,157207.217629892
689,222605.1591904304
690,128156.3962388036
691,155893.10335573825
692,189438.89084729576
693,101325.6539324091
694,140703.3482728602
695,260514.92295043322
696,234360.70470280587
697,236084.658797568
698,222657.40588990116
699,192104.9845447868
700,251880.70022983773
701,363819.55291943654
702,379136.57596726646
703,252005.7196552613
704,189243.31871118734
705,158338.24627789215
706,212370.5463270737
707,194776.7106788726
708,192262.5207303408
709,207208.21971627657
710,159188.64505647784
711,129234.65911101736
712,175231.92980303767
713,219243.30587072854
714,294356.03364980174
715,287520.7769955881
716,232446.95458223516
717,223228.14308751383
718,140254.5478021665
719,188913.5511549053
720,190793.6336295202
721,218781.1010365537
722,194297.6963581475
723,115197.99314884545
724,131531.576662271
725,154736.22443990398
726,169703.24951795558
727,168453.30026518923
728,314463.5282682686
729,72421.56188135759
730,79257.54007758186
731,88235.58446940001
732,109655.91972819914
733,110453.36382593308
734,99114.53337891171
735,104765.09479986488
736,120462.35956476221
737,168281.0319358032
738,210384.78990255416
739,131128.1819627407
740,132130.58852688092
741,214543.47676008768
742,115539.87571573278
743,155418.4544365382
744,107624.65814500958
745,127115.21226328408
746,198913.23518215984
747,245860.5856997715
748,186562.56431422313
749,129923.48026429
750,120836.83091327953
751,134536.47201109747
752,110877.14725123938
753,134224.01322371143
754,106096.30717579827
755,146364.1920740305
756,67062.05768803625
757,98645.81977795351
758,87865.38024996553
759,78684.84860813543
760,279244.50488237926
761,253206.73631294025
762,290441.7832076031
763,225346.12011919526
764,119640.24060123457
765,172519.71383969186
766,214650.11168789695
767,271902.4613098339
768,247995.73848622068
769,147634.06239377582
770,215289.90283563727
771,189279.44249634093
772,173669.05770282904
773,263494.46081743937
774,217519.968641248
775,255157.4101677058
776,312241.67380004533
777,211960.68504952008
778,116701.72715507202
779,161223.78398019404
780,150850.86817965124
781,123155.92879490917
782,138662.17092870566
783,113646.81021311962
784,109293.14088215926
785,140570.0287369215
786,135446.7532284116
787,123250.73445104691
788,124168.16473679541
789,130398.84216232014
790,90744.17426451633
791,172960.4026991698
792,160372.2877656193
793,177649.04311622443
794,187178.81509877127
795,177758.77872883293
796,213558.30529511845
797,172698.01649903881
798,178340.46530796
799,126110.84124577754
800,195149.09103858517
801,191161.7146669787
802,370269.27096326597
803,512240.5746586829
804,153475.8718422159
805,267151.5335373309
806,302316.01538030227
807,414437.73996994074
808,157357.47561784685
809,206924.22251339565
810,215236.06505041252
811,236346.13642106522
812,168514.74563999995
813,178490.37806884997
814,164664.0761335135
815,201913.829630395
816,193454.93867416988
817,146996.60528420884
818,129433.07137586147
819,109619.84380975153
820,171173.79369073003
821,183245.57873465779
